degree_type,founder_count
MD,694
MD (Doctor of Medicine),1
MD / MBA with Distinction,1
MD / PhD,1
MD PhD MBA,1
MD and MPH,1
MD and PhD,1
MD degree,2
MD in Engineering,1
MD in radiocommunication,1
"MD, DDS, PhD",1
"MD, General Medicine",1
"MD, Genetics",1
"MD, MPH",1
"MD, Medicine",3
"MD, PhD",7
MD-PhD,2
MD/ MBA,1
MD/BS,1
MD/MBA,2
MD/MBA Candidate,1
MD/PhD,4
MD; PhD,1
MDA,1
MDE (mini MBA),1
MDP,1
MDes,3
MDiv,1
ME,50
ME/MS,1
MEA,2
MEB,1
MED,45
MEE,1
MEGM,1
MEI,1
MELAB,1
MEM,13
MENG,229
MES,3
MET,3
"MEc,",1
MEd,1
MEd Human Performance,1
MEng,5
MEng (Hons),1
MEng (drop-out),1
MEng 1st class,1
"MEng in Mechanics, Mechanical en",1
"MEng, Engineering",1
"MEng, MA",1
MEngSc,2
MFA,1
MFA (partial),1
MFA track,1
MFC,1
MFE,2
MFM (Master in Financial Managem,1
MGB,2
MGD,1
MHA,12
MHCI,2
MHROD,1
MHS,3
MHS Centre D'excellence Artistiq,1
MHSA,1
MHSc,2
MIA,6
MIAGE,3
MIB,1
MIBA,1
MID,1
MIF,1
MIFireE.,1
MILR,3
MIM,5
MIMS,1
MINI-MBA Professional,1
MIS,10
MISE,1
MISM,1
MIT,4
MIT Sloan Visiting Fellow,1
MJ,3
ML,1
MLA,6
MLIR,1
MLIS,6
MLL,1
MLS,6
MLT,1
MLaw,1
MLitt.,1
MM,16
MMA,1
MMATH,1
MMBA,1
MMI,1
MMM,1
MMP,1
MMR,1
MMS,5
MMS - EIA,1
MMS - Marketing,1
MMTI,1
MMath,2
MN,1
MNA/MBA,1
MOT,2
MPA,78
MPA-ID,1
MPA/ID,2
MPAP,1
MPAd,1
MPD,1
MPH,56
MPHIL,98
MPHYS,1
MPIA,2
MPM,2
MPP,39
MPPM,4
MPPM (MBA),1
MPS,22
MPSI-MP,1
MPV accreditation,1
MPharm,2
MPhil,2
MPhil (by Research),1
MPhill,3
MPhys,4
MPhysPhil,1
MR,1
MRCPsych,2
MRE,1
MRED,1
MRes (Distinction),1
MS,11102
MS & BS,4
MS & DE,1
MS & MBA,2
MS & Ph.D.,1
MS & PhD,4
MS (Accounting & Finance),1
MS (EE/CS),1
"MS ,  BS",1
MS / MS,1
MS / Ph.D.,1
MS AND MBA,1
MS Business,1
MS Candidate,1
MS Comp Sci,1
MS Computer Engineering,1
MS Computer Science,1
MS Computer Sciences,1
MS Development Adminiatration,1
MS EECS,1
MS Ed,1
MS Electrical and Computer Engin,1
MS Eng,1
MS Engineering,2
MS ISE,1
MS International Business,1
MS Marketing,1
MS Media Lab,1
MS Physics,1
MS SE,1
MS Sc,1
MS and BS,6
MS and Ph.D,2
MS and PhD,2
MS and an Eng.Sc.D.,1
MS by Research,1
MS degree,1
MS degree in Engineering,1
MS in Electrical Engineering,1
MS in Engineering,1
MS in Multimedia Engineering,1
MS in Organizational Leadership,1
MS in Structural Engineering and,1
MS of Management,1
MS with Honors,1
MS&E,1
"MS, Accounting",1
"MS, Accounting & Finance",1
"MS, Advanced Engineer",1
"MS, BS",9
"MS, Chemical Engineering",1
"MS, Civil Engg",1
"MS, Civil Engineering-Constructi",1
"MS, Computer Science",2
"MS, Elec Eng",1
"MS, Electrical & Computer Engine",1
"MS, Electrical Engineering",1
"MS, Electrical Engineering & Com",1
"MS, Electrical and Computer Engi",1
"MS, Electrical and Electronics E",1
"MS, Engineer of Electronic Techn",1
"MS, Engineering-Economic Systems",1
"MS, Management Science & Enginee",1
"MS, Math",1
"MS, PHD",1
"MS, Ph.D.",1
"MS, PhD",2
"MS, PhD,",1
"MS, Sloan Fellow",1
"MS, Technology Management",1
"MS,CAS",1
MS-TV & Radio,1
MS.Ed,1
MS.IE,1
MS.M,1
MS.MBA,1
MS/BS,3
MS/MBA,2
MS/MD,1
MSA,4
MSA/MBA,1
MSB,1
MSBA,3
MSC Engineering,1
MSC in computer science,1
MSC(CS),1
MSCD - Master on Microsoft .NET ,1
MSCE,6
MSCEE,1
MSCS,13
"MSCS, BSEE",1
MSCTC,1
MSChE,1
MSD,1
MSE,243
"MSE, Industrial and Operations E",1
MSECE,1
MSEE,3
MSEE & BSEE,1
MSEE and Ph.D,1
MSEE and Ph.D.,1
MSEE and Phd Candidate,1
MSEE degree,1
MSEE/CS,1
MSEEE,1
MSEM,1
MSEd,1
MSF,4
MSFS,1
MSG,3
MSHS,2
MSI,3
MSIA,5
MSIA (MBA),1
MSIA/MBA,2
MSIE,3
"MSIE Industrial Engineering, Ind",1
MSIS,3
MSIST,1
MSIT-SE,1
MSJ,2
MSL,1
MSM,8
MSME,17
MSME and BSME,1
MSMIT,2
MSMM,1
MSMOT,1
MSN,3
MSOD,1
MSPH,3
MSPPM,1
MSRED,1
MSS,2
MSSE,4
MSSI,1
MSSM,1
MSSTC,1
MST,3
MSTC,1
MSTCF,1
MSTOM,1
MSW,6
MSc,53
"MSc  , Computer Science and Tele",1
MSc (Business),1
MSc (Econ),1
"MSc (Econ),",1
MSc (Hons),2
MSc (Law),1
MSc (Masters) Information Techno,1
MSc (Siv.Ing),1
MSc (Tres Bien),1
MSc (econ.),1
MSc (high distinction),1
MSc (with distinctions),1
MSc - Diploma,1
MSc BA,1
MSc Eng,1
"MSc Eng, Telecom Eng",1
MSc Engineering,2
MSc Enginnering,1
MSc Enviromental Studies,1
MSc Finance,3
MSc Hons,1
MSc Industrial Design,1
MSc Management,1
MSc Post Graduate Diploma,1
MSc Tech (Masters Degree),1
MSc Telecommunications Engineeri,1
MSc and DPhil,1
MSc and Post Graduate Licentiate,1
MSc cum laude,1
MSc in Economics,1
MSc in Electrical Engineering,1
"MSc in Finance, Financial manage",1
MSc in Management,3
"MSc in Management, International",1
MSc in Physics,1
MSc of Science,1
MSc(hons),1
MSc(tech),1
"MSc, BSc",1
"MSc, Biomedical Engineering",1
"MSc, Biomedicine",1
"MSc, Finance",1
"MSc, General Engineering",1
"MSc, Global Media & Communicatio",1
"MSc, Industrial Engineering and ",1
"MSc, Information Systems",1
"MSc, Mathematics (Highest Honors",1
"MSc, Mechanical Engineering",1
"MSc,Chemical Engineering ,Ph.D",1
MSc.,3
MSc. (eq),1
MSc. / Diplome Grande-Ecole & Di,1
MSc. Cand.it,1
MSc. Cum Laude,1
MSc. Engineering,3
MSc. Non-Degree,1
MSc. and B.Eng,1
MSc. in Business Administration,1
MSc. in Computer Science,1
MSc.(Engg),1
"MSc., Finance and Economics",1
MSc.EE.,1
MSc/PhD,1
MScBA,1
MScIS,1
MSci,8
MSci and PhD,1
MSt,1
MT,3
MTA,1
MTI,1
MTIS,1
MTM,2
MTS,2
MTSC,1
MTeach,1
MTech,3
MUP,1
MURP,1
Maaster's,1
Machine Learning,1
Macro,1
Maestr,1
Maestria,2
Maestría,2
Maestría en Finanzas,1
Mag.,1
Mag. (FH),2
"Mag. des. ind., Industrial and P",1
Mag. rer. soc. oec.,1
Mag.(FH),2
Mag.rer.soc.oec.,1
Magister,5
Magister (Masters),1
Magister Artium,2
Magister Artium (M. A.),1
Magister Artium (M.A.),1
Magister Juris degree,1
Magisterio,1
Magistr,1
Magistère,1
Magma Cum Laude,1
Magna Cum Laude,3
Magna cum laude Graduate,2
Magíster en gestión cultural,1
Maitrise,4
Maitrise  Gestion (MBA),1
Maj. Ingenieur (MSc),1
Major,14
Major Finance,1
Major degree,1
Major in Management Economics wi,1
Majored,5
Majoring,1
Management,16
Management BS,1
Management Certificate,2
Management Degree,1
Management Development Program,2
Management Development Programme,1
Management Development for Entre,1
Management Information Systems,1
Management Program,3
Management School Certificates,1
Management Science and Engineeri,1
Management Skills,1
Management Studies with Spanish,1
Management Trainee,1
Management and Technology Progra,1
Management in Organizational Lea,1
Management of Innovation and Bus,1
Management of Technology,1
Manager of Economy,1
Managment,1
"Managment Science, Economics, Co",1
Mariculation,1
Marine Engineering,1
Market,1
Market Economist,1
Marketing,32
Marketing BA,1
Marketing Certificate,1
Marketing Communications/Adverti,1
Marketing Degree,1
Marketing Diploma,1
Marketing MBA,1
Marketing Management,1
Marketing and Advertising,1
Marketing and Supply Chain,1
Marketing · Business Administrat,1
Marshall Scholar,1
Mass Communication,1
Mass Communications,1
Mass Media,1
Massage Therapy,1
Maste,1
Master,15
Master (Diploma),1
Master (M. Sc.),1
Master (M.Sc.),1
Master (Magister),1
Master (cum laude),1
Master (german Diplom),1
Master / Dipl.-Ing,1
Master / Dipl.-Ing.,1
Master / Engineer,1
Master 1,3
Master 2,6
"Master 2 droit des affaires, Dro",1
Master A. Sc.,1
Master Business Administration,2
Master Business Administration (,1
Master Business Economics,1
Master CEMS,1
Master CNE,1
Master Candidate,1
Master Certificate,4
Master Chef Designation,1
Master Computer Science,1
Master Degree,172
Master Degree - MA,1
Master Degree - MSc,1
Master Degree Honoris Causa,1
Master Degree in Education,1
Master Degree in Engineering,1
Master Degree of Accounting,1
"Master Degree,",1
Master Electrician,1
Master Engineering,3
Master Equivalent,1
Master Executive,1
Master Grande Ecole,2
Master II,2
"Master II, Master of management",1
Master International Marketing,1
Master M2,1
Master Of  Technology (M.Tech),1
Master Of City Planning,1
Master Of Computer Engineering,1
Master Of Computer Science,1
Master Of Public Health (MPH),1
Master Program,2
Master Sc.,1
Master Science,2
Master Theses,1
Master and Bachelor degrees,1
Master degree,15
Master degree in International L,1
"Master en Gerencia de Marketing,",1
Master en Gestión de las TIC,1
Master en gestiÃ³n de empresas a,1
Master exchange studies in Spani,1
Master in Applied Economics,1
"Master in Applied Economics, Cor",1
Master in Business Administratio,7
Master in Business Engineering,3
"Master in Business Engineering, ",1
Master in Business Management,1
Master in Computer Application,1
Master in Computer Science,1
Master in E-Business,1
Master in Economics,2
Master in Electrical Engineering,1
Master in Electronics Engineerin,1
Master in Engineering,3
Master in Entrepreneurship,1
Master in Finance,3
Master in Fine Arts,1
Master in General Management,1
Master in Global Management,1
Master in IT,1
Master in Information Technology,1
Master in International Business,4
Master in International Manageme,1
Master in Law,2
Master in Management,6
"Master in Management, Concentrat",1
Master in Marketing,1
Master in Marketing Management,3
"Master in New Technologies, Audi",1
Master in Public Administration,1
Master in Public Policy,1
Master in Science,3
Master in Science of Business Ad,1
Master in Sciences,1
Master in Tax Management,1
Master in engineering,1
Master in science,1
Master mariner,1
Master of Accountancy,1
Master of Accounting,3
Master of Advanced Studies,2
Master of Aerospace Engineering,1
Master of Architecture,3
Master of Architecture (M.Arch.),3
"Master of Architecture, Architec",1
Master of Art,1
Master of Arts (Honours),1
Master of Arts (M.A.),6
Master of Arts (MA),9
"Master of Arts (MA),",1
Master of Arts HSG,1
Master of Arts [MA],1
Master of Arts degree,1
Master of Arts in Teaching,1
"Master of Arts, Economics",1
"Master of Arts, Magna cum Laude",1
Master of Astronomy,1
Master of Biological Sciences,1
Master of Business,5
Master of Business Adm,1
Master of Business Administratio,83
Master of Business Adminstration,1
Master of Business Degree,1
Master of Business Law,1
Master of Business Leadership,1
Master of CS/CE,1
Master of Commerce,4
Master of Commerce (First Class ,1
Master of Commerce (with distinc,1
Master of Communication Manageme,1
Master of Computer Application,2
Master of Computer Applications,4
Master of Computer Applications ,2
Master of Computer Engineering,1
Master of Computer Science,6
Master of Computing,2
Master of Defence Studies,1
Master of Design,2
Master of Divinity,1
Master of Divinity (MDiv),1
Master of Divinity and Doctor of,1
Master of Econ.,1
Master of Economics,2
Master of Education,8
Master of Education (M.Ed.),2
Master of Education (MEd),1
Master of Educational Technology,1
Master of Electrical Engineering,2
Master of Engineering,42
Master of Engineering (M.Eng.),3
"Master of Engineering (M.Eng.),",1
Master of Engineering (MEng),2
Master of Engineering Management,2
Master of Environmental Manageme,1
Master of Finance,3
Master of Fine Art,1
Master of Fine Arts,4
Master of Fine Arts (coursework ,1
Master of Foreign Trade,1
Master of Forensic Science,1
Master of Forest Science,1
Master of Geography,1
Master of Global Management,1
Master of IT,1
Master of Information,1
Master of Information Technology,2
Master of International Affairs,3
Master of International Business,1
Master of International Manageme,4
Master of Law,8
Master of Law UZH,1
Master of Laws,4
Master of Laws (LL.M.),2
"Master of Laws (LL.M.), Securiti",1
Master of Laws (LLM),1
Master of Laws in International ,1
Master of Liberal Arts,2
Master of Management,2
Master of Management Science,1
Master of Management Studies,1
Master of Mathematics,1
Master of Music,1
Master of Organizational Leaders,1
Master of Philosophy,3
Master of Philosophy (MPhil),2
Master of Physical Therapy,1
Master of Professional Accountan,1
Master of Professional Studies,2
Master of Public Administration,7
Master of Public Administration ,5
Master of Public Health,1
Master of Public Health (MPH),1
Master of Public Policy,4
Master of Regional Planning,1
Master of Retail Management,1
Master of Science,11
Master of Science & Engineering,1
Master of Science (Eng.),1
Master of Science (M.S.),13
"Master of Science (M.S.),",1
Master of Science (M.Sc.),7
"Master of Science (M.Sc.),",2
Master of Science (MS),21
"Master of Science (MS),",1
"Master of Science (MS), Biophysi",1
Master of Science (MSc),17
"Master of Science (MSc),",1
"Master of Science (MSc), Biology",1
"Master of Science (MSc), Busines",1
"Master of Science (MSc), Distinc",1
"Master of Science (MSc), E-Comme",1
"Master of Science (MSc), Human C",1
Master of Science (S.M.),1
Master of Science Degree,2
Master of Science International ,1
Master of Science MSc,1
Master of Science Management,1
Master of Science NeuroLeadershi,1
Master of Science and Bachelor o,1
Master of Science and Doctorate,1
Master of Science and Engineerin,1
Master of Science degr,1
Master of Science degree,4
Master of Science degrees,2
Master of Science in Business,1
Master of Science in Business an,1
Master of Science in Chemical En,1
Master of Science in Communicati,1
Master of Science in Economics,1
Master of Science in Economy,1
Master of Science in Electrical ,3
Master of Science in Engineering,6
Master of Science in Finance,1
Master of Science in Financial E,1
Master of Science in Information,2
Master of Science in Leadership,1
Master of Science in Luxury Good,1
Master of Science in Machine Bui,1
Master of Science in Management,3
Master of Science in Management ,4
Master of Science in Project Man,1
Master of Science in Telecommuni,1
Master of Science of Computer Sc,1
Master of Science program,1
"Master of Science, Physics",1
Master of Science; M.S,1
Master of Sciences,3
"Master of Scince,",1
Master of Security Analysis,1
Master of Sience,1
Master of Social Sciences,1
Master of Software Engineering,1
Master of Software Engineering a,1
Master of Strategic Public Relat,1
Master of Studies,3
Master of Studio Arts,1
Master of Technical Science,1
Master of Technology,4
Master of Urban Planning,1
Master of entrepreneurship & inn,1
Master of international relation,1
Master of law,1
Master of public policy degree (,1
Master on User Experience,1
Master os Sience,1
Master rer soc oec,1
Master specialized in sales and ,1
Master' Degree,2
Master's,5
Master's & PhD Candidate,1
Master's (In Progress),1
Master's (MBA),1
Master's (in process),1
Master's Certificate,2
Master's Degree,14
Master's Degree & Diploma,1
Master's Degree (2),1
Master's Degree Program in Marke,1
Master's Degree With Honors,1
Master's Degree and Doctorate,1
Master's Degree in,1
Master's Degree in Business Admi,1
Master's Degree in Science,1
"Master's Degree, Micro and Nanot",1
Master's Diploma,1
Master's and Bachelor's,1
Master's and Bachelor's Degrees,1
Master's and Bachelor's degrees,1
Master's candidate,1
Master's degree,4
Master's degree 1,1
Master's degree candidate,1
Master's degree in Business Mana,1
Master's degree in biotechnology,1
Master's degree of Engineering,1
Master's degree on Telecommunica,1
"Master's degree, Computer Scienc",1
"Master's degree, Finance, Genera",1
"Master's degree, Ph.D.",1
Master's degrees,1
Master's in American Studies,1
Master's in Business and Public ,1
Master's in Business degree,1
Master's in Computer,1
Master's in Computer Application,1
Master's in Finance,1
Master's in International Manage,1
Master's in Marketing,1
Master's in Science (M.S.),1
Master's of Arts,1
Master's of Bioscience,1
Master's of Computational Biolog,1
Master's of Computer Science,1
Master's of Education,1
Master's of Information,1
Master's of Music,1
Master's of Professional Studies,1
"Master's, Bachelor's",1
Master's/MBA,1
"Master, Biology",1
"Master, Business Administration",1
"Master, Business Adminstration",1
"Master, Computer Engineering",1
"Master, Computer Science",1
"Master, Electronic Engineering",1
"Master, Engineering",1
"Master, Major",1
"Master, Management",1
"Master, Msc",1
"Master, Qualified PhD Candidate",1
Master1,1
Masters,90
"Masters (Class medal, distinctio",1
Masters (Expected 2014),1
Masters (M.Eng and B.Eng),1
Masters (M.Sc.),1
Masters (MA) in Mass Communicati,1
Masters (MBA),1
Masters (MS/MSc),1
Masters (MSc),1
Masters (excluding thesis),1
Masters - Currently Completing,1
Masters - Engineer,1
Masters - MSC:ACS,1
"Masters / BA,",1
Masters / BSc,1
Masters Business Administration,2
Masters Business Studies,1
Masters Cert.,1
Masters Certificate,7
Masters Certification,3
Masters Computer Engineering,1
Masters Degree,1
Masters Degree (MA),1
Masters Degree Program,1
Masters Degree in Marketing Mana,1
Masters Degrees,2
Masters Engineering Managment,1
"Masters Engineering, IT & T",1
Masters Equivalent,1
Masters Executive,1
"Masters In (MCA), Post Graduatio",1
Masters In Commerce,1
Masters Industrial Organizationa,1
Masters Law,1
Masters Level Diploma,1
Masters Mgt.,1
Masters Of Research,1
Masters Program,6
Masters Psychology,1
Masters Public Policy,1
Masters Science of Management,1
Masters and Ph.D.,3
Masters by Coursework Degree,1
Masters certificate,1
Masters degree,4
Masters degree in Finance and Ta,1
Masters degrees,1
Masters in Accountancy,2
Masters in Accounting,2
Masters in Applied Finance,1
Masters in Business,4
Masters in Business Admin (MBA),1
Masters in Business Law,1
Masters in Business Taxation,1
Masters in Computer Application,3
Masters in Computer Engineering,1
Masters in Computer Science,4
Masters in Design,2
Masters in Economics,1
Masters in Education,2
Masters in Engineering,4
Masters in Fear-based Hysteria,1
Masters in Finance,4
Masters in Health Administration,1
Masters in Human Resources Manag,1
Masters in Informatics,1
Masters in International Affairs,1
Masters in International Busines,1
Masters in International Studies,1
Masters in Management,5
Masters in Management & Diplom-K,1
Masters in Manufacturing Managem,1
Masters in Project Management,1
Masters in Public Accountancy,1
Masters in Public Administration,3
Masters in Public Health,1
Masters in Public Health (MPH),1
Masters in Public International ,1
Masters in Public Policy,1
Masters in Public Service,1
Masters in Science,8
Masters in Social Psychology,1
Masters in Teaching,1
Masters in Teaching Mathematics,1
Masters in Technology Commercial,1
Masters of  Philosophy,1
Masters of Accountancy,1
Masters of Accounting,2
Masters of Applied Science,1
"Masters of Architecture,",1
Masters of Art,2
Masters of Arts,7
Masters of Business,2
Masters of Business (Marketing),1
Masters of Business Administrati,2
Masters of Business Adminstratio,1
Masters of Business Leadership,1
Masters of Civil Engineering,1
Masters of Commerce,1
Masters of Communications,1
Masters of Comparative Politics,1
Masters of Computer Science,2
Masters of Design,1
Masters of Divinity,2
Masters of Education,1
Masters of Engineering Managemen,5
Masters of Entertainment Technol,3
Masters of Finance,1
Masters of Fine Arts,1
Masters of Health Sciences,1
Masters of Industrial Relations,1
Masters of Information Technolog,1
Masters of International Affairs,1
Masters of International Managem,1
Masters of Law,3
Masters of Management,7
Masters of Math,1
Masters of Mechanical Engineerin,1
Masters of Medical Science,1
Masters of Mgt.,1
Masters of Professional Studies,1
Masters of Public Policy,1
Masters of Research,1
Masters of Sciance,1
Masters of Sciece,1
Masters of Science in Engineerin,1
Masters of Sciences,1
Masters of Taxation,1
Masters of Technology,2
Masters of Technology Management,1
Masters of War Studies,1
Masters of arts,1
Masters of education,1
Masters program,1
Masters with Commendation,1
Masters with Honours,1
Masters' in TIC Management,1
Masters's Degree,5
Masters(MS),1
"Masters, Accounting",1
"Masters, Advertising & Public Re",1
"Masters, Economics",1
"Masters, Electrical Engineering,",1
"Masters, International Managemen",1
"Masters, MA Business Management",1
"Masters, Management",1
"Masters, Marketing",2
"Masters, Software Engineering",1
Masters- MSE,1
Masters-Level,1
Mastery (Polish State Certificat,1
Masters,2
Masters & Bachelors Degrees,1
Masters Degree,73
Masters Degrees,1
Masters and Doctorate degree,1
Masters degree,31
Masters degree and a Doctorate,1
Masters degree and doctorate,1
Masters degree in public policy,1
Masters degrees,2
Masters in Business Administrat,1
Masters in Financial and Statis,1
Masters of Adult Education,1
Masters of Advanced Studies,1
Masters of Pacific Internationa,1
Masters of Science,2
Master´s Degree,1
Masterâs Degree,1
Masterâs Degree in Business Ad,1
Masterâs Degrees,2
Masterâs degree,6
Mastère Management et Nouvelles ,1
Mastère Spécialisé,1
Mater Of computers Applications,1
Mater in Business Administration,1
Mater's Degree,1
Material Science and Engineering,1
Maters's Degree,1
Math,3
"Math, Physics, CS, Business",1
Math/Computer Science,1
Mathematics,1
Matric,3
Matriculation,4
Matsters,1
Matura,3
Maturita Scientifica,1
Maturity Scientific Computing,1
Maturità,1
Maturitá Scientifica,1
Maturité,1
Maya 3D,1
Maîtrise,2
Mc.Sc,1
McS. IT,1
Mcom,1
Me,1
Mebiz,1
Mech Engineering,1
Mech. Eng,1
Mech. Eng.,1
Mechanical  Engineering,1
Mechanical Engineer,4
Mechanical Engineering,13
Mechanical Engineering coursewor,1
Mechanical Engineering with mino,1
Mechanical Engineering-Automotiv,1
Mechatronics,2
Media Design,1
Media Studies,2
Media and Communications,1
Medical,3
Medical Degree,26
Medical Degrees,1
Medical Doctor,3
Medical Doctorate,3
Medical degree,2
Medicina y CirugÃ­a,1
Medicine MB BS,1
Medicine degree,2
Membaca & Menulis,1
Merconom,1
Mergers & Acquisitions Executive,1
Mestrando,2
Mgr,2
Mgr. (Master's),1
Microbiology First Class Honors ,1
Microelectronic Engineering,1
Microsoft Certified Professional,1
Microsoft Certified System Engin,2
Microsoft Project 2007 Full Edit,1
Microvascular Head & Neck Recons,1
Mid-career MPA,1
Mini MBA,1
Mini Masters,1
Mini-MBA,2
Mining,1
Minor,22
Minor in Business,1
Minor in Management,1
Minority studies,1
Mlitt,1
Module,1
Molecular Pathology,1
Monbusho,1
Ms. Phil.,1
"Ms. Sc., Corporate Finance",1
"Ms. Sc., Molecular Biology",1
Ms.Cs.,1
Ms.Sc,1
"MsC, Mechanical Engineering",1
MsC/Master,1
MsM,1
MsRE,1
Msc,12
Msc (Distinction),1
Msc Business Language & Culture,1
Msc Computer Science,1
Msc Finance,1
Msc IT,1
Msc in Corporate Financial Manag,1
Msc in Mgt,1
Msc(cs),1
"Msc, Business",1
"Msc,BA",1
Msc. Computer Science,1
Msc.B.Eco,1
MscBA,1
MscCS,1
MscEng,1
Mtech,2
Multimedia,2
Multimedia & Web Design,1
Multimedia - Business/Marketing,1
Multimedia Computing and Digital,1
Multimedia Design and Communicat,1
Multimedia Designer,1
MusB(Hons),1
Music,2
Music Business,1
Music Business & Management / Dr,1
Music Education,1
Music Performance,1
Musical Theatre,1
Mutual Fund Course,1
MÃ¡gister,1
Máster en Dirección Estratégica ,1
N.D,1
"N/A, Computer Science",1
"N/A, Master's courses in Lifecyc",1
NASPExam,1
ND,3
ND IT,1
NDIP,1
NDO,1
NH & BSEE,1
NIH Post Doctoral Research Fello,1
NLP Master Pracitioner Certifica,1
NLP Practitioner,1
NLP Practitioner Certificate,1
NLP Practitioner Certification,1
NLP Trainer Certification,1
NM,1
NONE,1
NSRCEL,1
NVQ Level 2 & 3 plus Keyskills,1
NY State Regents Diploma,1
NYS Diploma with Advanced Design,1
National Diploma,7
Natural Health Counsellor,1
Natural Sciences,1
Negociación,1
"Negocios Internacionales, Busine",1
Negotiating Skills,1
Negotiation techniques,1
Negotiations Program,1
Network Administration,1
Network Systems Engineer,1
Networking,1
Neuroscience,1
New Board Program,1
New Media Design,1
Nine Month Builiding Competitve ,1
Nivel 3,1
No Degree,2
No degree,1
Non Degree,1
Non Secular Doctrines Indie Stud,1
Non-Conventional & Social Media ,1
Non-degree,1
Non-degree exchange student,1
None,3
Not Completed,1
Nuclear Engineering,1
Nursing,1
O Level,1
O.D.,2
OAC,1
OHC,1
OPIM,1
OPM,7
OPM '35,1
OSSD,1
OTO-HNS,1
Obtained an Ontario Scholarship,1
Online Advertising,1
Ontario College Advanced Diploma,1
Open Courses,1
Operation Management,1
Optics,1
Ordained Priest,1
Ordinary,1
"Organization and management,",1
Otolaryngology Residency Program,1
"P.D., Engineering",1
P.G,1
P.G. Diploma,1
P.G.D.M,1
P.G.Diploma,1
PA,1
PADE,1
PD Dr,1
PDD,6
PDD II,1
PDEng,1
PDG,1
"PDG-Executive MBA, Dirección Gen",1
PDGM,1
PDGM (MBA),1
PE,1
PED,1
"PET Design (Persuasion, Emotion",1
PG,15
PG Certificate,1
PG DipMA,1
PG Diploma,7
PG Diploma in Mass Communication,1
PG dIP in IRPM,1
PGCE,9
PGD,2
PGD PM&IR,1
PGDBA,6
PGDBM,12
PGDBM (MBA),1
PGDGBO,1
PGDIB,1
PGDITM,1
PGDM,26
PGDM / MBA,1
PGDMA,1
PGDMM,1
PGDST,1
PGDipSc,1
PGL,1
PGL3,1
PGMBA,1
PGP,8
PGPM,2
PGSEM,1
PHD,2
PHD & BS,1
PHD Honors,1
PI,1
PLAM,1
PLD,3
PMD,5
PMD68,1
PMI,1
PMI Advance Course,1
PMI Certificate,1
PMM,1
PMP,7
PPE,4
PRIE,1
PSEO,1
PSP  & TSP,1
Paralegal,2
Part Time,1
Patent,1
Pcs-graduacao,1
PdEi Emotional Intelligence,1
Pdip,1
Pedagogy,1
Pediatrics Residency,1
Periodic Journalism,1
Periodista con especialización e,1
Perito Industriale,1
Personal Impact,1
PgDip,1
PgMP,1
Ph,1
Ph. D course,1
Ph. D.,1
Ph.D,38
Ph.D (ABD),1
"Ph.D , M.S",1
Ph.D ;  M.D.,1
"Ph.D, M.S.",1
Ph.D.,52
Ph.D. & MSEE,1
Ph.D. (ABD),3
Ph.D. (Dr. rer. nat.),1
Ph.D. (Hon.),1
Ph.D. (Honorary),1
Ph.D. (In Progress),1
Ph.D. (Incomplete),1
Ph.D. (magna cum laude),1
Ph.D. (unfinished),1
Ph.D. Candidate,6
Ph.D. Candidate (non degree),1
Ph.D. Course Work,1
Ph.D. Coursework,1
Ph.D. Expected 2014,1
Ph.D. Summa Cum Laude,1
Ph.D. and A.M.,1
Ph.D. and B.A.,1
Ph.D. and B.S.,1
Ph.D. and D.I.C.,1
Ph.D. and D.Sc.,1
Ph.D. and M.D.,1
Ph.D. and M.S.,4
Ph.D. and M.Sc.,1
Ph.D. and a master's degree,1
Ph.D. and an M.S.,1
Ph.D. degree,3
Ph.D. in Computer Science,1
Ph.D. in Electrical and Computer,1
"Ph.D. in Mathematics, Ph.D. (all",1
Ph.D.(ABD),1
"Ph.D.,  Computer Science (AI)",1
"Ph.D., Biochemistry",1
"Ph.D., Bioengineering",1
"Ph.D., Chemistry and Chemical Bi",1
"Ph.D., Communication",1
"Ph.D., D.Sc.",1
"Ph.D., Electrical Engineering",1
"Ph.D., Electronics",1
"Ph.D., Fiber Optics",1
"Ph.D., M.S.",1
"Ph.D., MS",1
"Ph.D., Masters",1
"Ph.D., Phyiscs",1
"Ph.D., Physics",1
"Ph.D., Political Science",1
"Ph.D., Private Law",1
"Ph.D., Sc.D",1
Ph.D./ABD,1
Ph.d course work,1
Ph.d.,1
PhD,4017
PhD & MA,1
PhD (ABD),1
PhD (Candidate),1
PhD (Dr.),1
PhD (Dropout),1
PhD (not completed),2
PhD (on leave),1
PhD - ABD,1
PhD - Complete all work but diss,1
PhD - Not complete,1
PhD - Summa cum laude,1
PhD -- on leave,1
PhD / Dr.,1
PhD / Dr. rer. nat.,1
PhD / MSc,1
PhD ABD,1
"PhD Candidacy,MS , BS",1
PhD Candidate,4
PhD Computer Science,1
PhD Doctorate,1
PhD Licentiate,1
PhD Program,1
PhD Studies,2
PhD and BSc (Hons),1
PhD and MS,3
PhD and Master,1
PhD and a JD,1
PhD in Biomedical Sciences,1
PhD in Computer Science,1
PhD in Developmental Biology,1
PhD in Economics,2
PhD in Media and Governance,1
PhD in Physics,1
PhD in Physics and Mathematics,1
PhD program (incomplete),1
"PhD, B.Sc",1
"PhD, BS",1
"PhD, Biochemistry",1
"PhD, Biomedical Engineering",1
